candidate_id,qualification,experience_level,job_role,experience_years,experience_years_filled,experience_was_missing,qualification_course,skills_list,num_skills
393,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
394,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
395,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
396,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
397,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
398,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
399,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
400,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
401,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
402,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
403,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
404,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
405,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
406,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
407,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
408,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
409,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
410,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
411,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
412,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
413,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
414,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
415,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
416,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
417,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
418,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
419,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
420,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
421,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
422,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
423,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
424,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
425,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
426,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
427,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
428,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
429,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
430,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
431,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
432,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
433,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
434,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
435,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
436,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
437,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
438,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
439,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
440,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
441,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
442,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
443,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
444,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
445,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
446,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
447,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
448,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
449,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
450,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
451,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
452,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
453,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
454,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
455,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
456,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
457,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
458,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
459,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
460,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
461,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
462,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
463,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
464,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
465,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
466,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
467,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
468,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
469,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
470,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
471,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
472,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
473,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
474,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
475,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
476,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
477,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
478,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
479,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
480,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
481,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
482,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
483,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
484,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
485,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
486,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
487,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
488,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
489,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
490,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
491,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
492,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
493,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
494,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
495,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
496,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
497,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
498,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
499,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
500,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
501,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
502,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
503,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
504,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
505,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
506,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
507,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
508,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
509,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
510,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
511,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
512,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
513,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
514,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
515,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
516,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
517,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
518,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
519,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
520,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
521,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
522,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
523,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
524,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
525,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
526,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
527,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
528,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
529,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
530,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
531,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
532,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
533,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
534,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
535,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
536,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
537,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
538,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
539,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
540,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
541,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
542,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
543,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
544,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
545,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
546,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
547,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
548,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
549,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
550,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
551,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
552,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
553,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
554,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
555,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
556,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
557,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
558,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
559,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
560,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
561,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
562,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
563,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
564,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
565,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
566,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
567,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
568,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
569,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
570,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
571,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
572,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
573,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
574,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
575,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
576,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
577,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
578,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
579,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
580,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
581,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
582,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
583,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
584,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
585,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
586,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
587,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
588,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
589,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
